created_utc	updated_utc	market_end_utc	status	cancel_status	response_status	outcome	winning_outcome	would_win	price	size_shares	notional_usd	hypothetical_cost_basis_usd	hypothetical_settlement_value_usd	hypothetical_realized_pnl_usd	result_source	market_slug	condition_id	asset_id	winning_asset_id	order_id	live_order_id	market_question
2026-06-13T11:55:01.1021300Z	2026-06-13T11:59:06.0273380Z	2026-06-13T12:00:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781351700	0xc4bef4a6b6fb48233eca90e9fb88b580e604930f2abbfd0669e558b5cd19bc87	55870529954427386700143233694536606371573527060604960554670544765009941531896	55870529954427386700143233694536606371573527060604960554670544765009941531896	0x077fa907fa711897c0f82bdce4c6fcea0e5c54b8ca49a4105c526a18095e11f6	162f0e0b-4845-4336-87ed-261104f3fc7f	Bitcoin Up or Down - June 13, 7:55AM-8:00AM ET
2026-06-13T12:30:12.5154720Z	2026-06-13T12:34:39.2785310Z	2026-06-13T12:35:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781353800	0x3eb3c9374fe56c2d7360ba3e329c9c64c9d598caf977ddd32f103b03b1ebc090	9812560073444574398982951653458000107757557821632775056788846608875082789275	9812560073444574398982951653458000107757557821632775056788846608875082789275	0x7d4da8782a54157b3b144403beddafe328ca3b068cd0cd2bcb2fb4284b9b8a05	b238f394-2457-4305-b673-750436fa314c	Bitcoin Up or Down - June 13, 8:30AM-8:35AM ET
2026-06-13T12:45:03.2952530Z	2026-06-13T12:49:03.1863050Z	2026-06-13T12:50:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.46	6.53	3.0038	3.0038	6.53	3.5262	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781354700	0x90c032d9c75c27d3d4b0d3ddad73cbc7d4d9776d562810c705ebc8f3a7f94353	102105798204734656016287570752846030564043026717966063733429014495534452596723	102105798204734656016287570752846030564043026717966063733429014495534452596723	0xc1aa08bf04b5663add281c80875b1c5afe06f260fe0c5326b0a6105791619b2e	048fc1ad-2a5d-432c-835f-ee1b595d1899	Bitcoin Up or Down - June 13, 8:45AM-8:50AM ET
2026-06-13T13:05:03.6608080Z	2026-06-13T13:09:03.4779120Z	2026-06-13T13:10:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781355900	0x64afe1021e515d347f22580fcc823a37ec3bbd11fd50ed30912fbe64eeb68db3	30086408466715602350422819666480984816467684176713118154536060069250844532302	30086408466715602350422819666480984816467684176713118154536060069250844532302	0x65a0c6c7d1ad4683a32390a7f13c165fe5ae96aaacb038168748bbc94bbba652	08d15d2b-3660-4140-9281-e70980779947	Bitcoin Up or Down - June 13, 9:05AM-9:10AM ET
2026-06-13T14:30:14.0683810Z	2026-06-13T14:34:09.0051960Z	2026-06-13T14:35:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781361000	0x56ea0ad2fe0e2e908b26efd75c2a4c74a8c7e641caeea0702ca5eaa55830461d	48092490722916228272494528748823299130275432734963841000943422323551565123044	48092490722916228272494528748823299130275432734963841000943422323551565123044	0xb6da127a4625c3d8dbc2a57b46ebf264dffcdba2c8178980443950a544f81136	c19fa60d-3a3c-424a-ac3f-d5a01eb12682	Bitcoin Up or Down - June 13, 10:30AM-10:35AM ET
2026-06-13T14:45:00.7776940Z	2026-06-13T14:49:03.5569270Z	2026-06-13T14:50:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.47	6.39	3.0033	3.0033	6.39	3.3867	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781361900	0x6b064e6cc5d61465022bc5da1d97599c7e14fa8fcf39b5770df1041007be9ad9	111165428332677499331985310267150790051186147252543555484169578820962172314380	111165428332677499331985310267150790051186147252543555484169578820962172314380	0x3a52a0bfb4753f3cf7eea6285f9c6feca19c8d213cadb378dfe990427a0dadee	7dfbafc3-d2a4-48ca-be96-51974ae3279a	Bitcoin Up or Down - June 13, 10:45AM-10:50AM ET
2026-06-13T14:55:01.8808320Z	2026-06-13T14:59:07.4118330Z	2026-06-13T15:00:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781362500	0xbf3061f664f61c488ba486ec9df6af0f94a4c5115d41e1a2cf7d86eed345ff3e	39205482245240578067965693518001359127638943578046359683811393392603834141619	39205482245240578067965693518001359127638943578046359683811393392603834141619	0x9445a96e7e66a9eccde72bfa0f01b564eac3fe2d9331e5a01d893342a80101fd	9b13a40f-2b9d-4040-8a68-1a9bf414dc73	Bitcoin Up or Down - June 13, 10:55AM-11:00AM ET
2026-06-13T18:15:00.0348540Z	2026-06-13T18:19:10.4512400Z	2026-06-13T18:20:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781374500	0x3a3c7a9286ae55854df71d709c37ac060d878398bbb3f652c0c0c79164ccd1a2	24813311059447567305103069373712526202005672179582716209044222332343710627153	24813311059447567305103069373712526202005672179582716209044222332343710627153	0xb80cbca06ed08dc67b46a19bd0f909a256943331763515417cdedd1195641fa5	d3b39e4c-9186-4a8e-b363-55cd6ae8fbe0	Bitcoin Up or Down - June 13, 2:15PM-2:20PM ET
2026-06-13T19:40:05.6972070Z	2026-06-13T19:44:08.7655800Z	2026-06-13T19:45:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.5	6	3	3	6	3	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781379600	0x3db44d2b848e781ee8211df8a27dcbada80f1f40f120a51a4dd3d723fff639a8	61106090240288226909183962440968741844442761351585773597810740150313562677807	61106090240288226909183962440968741844442761351585773597810740150313562677807	0x6d5137f7715a9827c5f4c47e091d944177b9a9234fba2f1c883bba1082c3172b	5e4fcb5c-54d5-4d84-9b04-e676768f8496	Bitcoin Up or Down - June 13, 3:40PM-3:45PM ET
2026-06-13T23:15:04.8422690Z	2026-06-13T23:19:03.9212430Z	2026-06-13T23:20:00.0000000Z	CancelFailed	order can't be found - already canceled or matched	live	Up	Up	True	0.49	6.13	3.0037	3.0037	6.13	3.1263	crypto_up_down_5m_websocket_resolved_markets:GammaClosedMarket	btc-updown-5m-1781392500	0x6a3400505b212fd008854eef725385714320cd4060cfc712021e5a38337756c8	55354798673040428225469249700656669340617861937962111135671555587572334920262	55354798673040428225469249700656669340617861937962111135671555587572334920262	0xfe5f5b35352370378e0e42c87236a90fcca7c76380141fc5b02f61c82b25ae55	2d107be4-a544-452f-9931-87edb1c19e6a	Bitcoin Up or Down - June 13, 7:15PM-7:20PM ET
